PROVINCE,STRATUM,PSU,PERSONWT,Q11YRBRTH,Q12SEX,GEO_TYPE,QUINTILE,RACE,Q41ATNDSCH,Q43GRADE,Q43EDLVL,Q44LITERACY
4,43,2027,204.8,1991,2,1,5,4,2.0,7,2,1.0
7,71,2937,368.2,1953,1,1,4,2,2.0,12,4,1.0
9,92,683,262.5,1970,1,1,3,1,2.0,12,4,1.0
3,31,1853,184.6,1947,2,1,2,2,2.0,8,3,1.0
7,73,40,133.1,1999,2,2,1,4,1.0,12,5,1.0
8,82,1604,489.1,1960,2,1,3,2,2.0,9,3,2.0
7,71,3318,492.0,1958,2,1,3,1,2.0,11,3,1.0
3,31,823,320.7,1999,2,1,4,1,2.0,10,3,1.0
9,92,2741,406.1,1977,1,1,5,1,2.0,10,3,1.0
7,73,288,154.2,2019,2,2,2,1,,0,0,
4,42,1914,363.9,1945,2,1,4,1,2.0,12,5,1.0
1,11,1699,173.6,2011,2,3,5,3,1.0,5,2,
3,33,2635,201.6,2013,2,2,4,1,1.0,3,2,
2,23,816,74.6,1984,2,1,5,1,2.0,10,3,1.0
1,11,1090,268.6,2004,1,1,5,1,2.0,11,3,1.0
4,42,190,75.9,1947,1,1,1,1,2.0,12,4,1.0
6,63,454,82.7,1978,2,1,5,1,2.0,6,2,1.0
8,83,2898,296.4,1981,1,1,4,4,2.0,12,4,1.0
4,43,1545,470.4,2007,1,1,5,1,2.0,11,3,1.0
8,82,2726,492.0,2002,1,1,5,2,2.0,12,5,1.0
6,63,669,132.8,2020,1,1,5,3,,0,0,
5,53,1469,432.0,1998,1,2,1,1,2.0,11,3,1.0
4,43,2363,192.9,1978,1,1,5,1,2.0,7,2,1.0
3,31,1822,314.6,2009,2,1,4,1,1.0,9,3,
5,52,1074,55.1,2009,2,1,4,1,1.0,7,2,
8,82,929,324.9,1989,1,3,2,1,2.0,10,3,1.0
5,53,3281,308.9,2022,1,1,4,4,,0,0,
2,22,553,98.2,1958,2,2,1,1,2.0,9,3,1.0
9,91,992,140.2,1999,1,1,2,4,2.0,10,3,1.0
1,12,2244,105.7,1973,2,2,2,1,2.0,10,3,1.0
7,73,2180,233.8,1945,1,1,2,1,2.0,7,2,1.0
7,71,208,259.0,1955,2,2,1,1,2.0,10,3,1.0
4,41,1217,325.0,1987,2,1,5,2,2.0,6,2,1.0
7,71,2930,493.5,1952,1,2,1,1,2.0,11,3,1.0
7,73,659,410.7,2008,2,2,1,2,1.0,8,3,
3,32,2299,72.2,1940,2,1,4,1,2.0,5,2,1.0
6,63,585,139.1,1966,1,1,3,1,2.0,11,3,1.0
6,61,1330,472.8,1964,2,2,1,3,2.0,12,4,1.0
9,93,1405,235.6,1980,1,1,5,1,2.0,12,4,1.0
6,63,1498,363.6,2011,2,1,5,1,1.0,7,2,
9,92,996,165.5,2003,1,2,2,1,1.0,9,3,1.0
7,73,2174,418.2,1989,1,1,3,1,2.0,10,3,1.0
8,82,37,89.9,1993,1,2,3,4,2.0,10,3,1.0
7,71,1272,466.1,2020,2,1,4,1,,0,0,
2,21,63,131.6,1972,2,1,5,1,2.0,4,2,2.0
8,83,2639,176.6,2018,2,1,4,1,,1,2,
9,93,2929,253.0,1985,1,1,4,1,2.0,12,5,1.0
5,52,3217,476.9,2014,1,1,3,1,1.0,3,2,
1,11,2131,439.3,1971,2,1,1,1,2.0,10,3,1.0
9,91,1313,107.9,1981,1,2,3,4,2.0,9,3,1.0
5,51,2650,445.5,2012,2,1,2,1,1.0,6,2,
6,61,1673,188.6,2006,1,2,5,1,1.0,12,4,1.0
9,92,3280,119.3,1969,1,2,1,1,2.0,12,5,1.0
3,33,2787,279.6,1971,1,1,5,2,2.0,8,3,1.0
1,13,1827,170.1,1967,2,1,3,1,2.0,8,3,1.0
9,91,492,405.3,1939,1,1,2,1,2.0,8,3,1.0
8,82,845,173.2,1938,2,1,4,1,2.0,10,3,1.0
3,33,9,399.3,1951,1,3,2,1,2.0,8,3,1.0
6,63,534,437.7,1964,1,2,2,1,2.0,11,3,1.0
1,11,1483,216.0,1994,2,1,3,1,2.0,6,2,1.0
9,91,777,91.3,1961,2,2,2,1,2.0,12,4,1.0
3,33,603,92.0,1974,1,1,5,1,2.0,10,3,1.0
3,33,119,220.8,2001,1,1,2,3,2.0,9,3,1.0
2,23,3041,191.8,1955,1,2,4,1,2.0,8,3,1.0
5,53,2427,100.2,1957,1,1,3,2,2.0,4,2,1.0
7,71,907,342.5,1938,1,2,2,1,2.0,6,2,1.0
8,82,98,198.4,1985,1,3,1,1,2.0,12,4,1.0
4,43,2144,180.1,2009,1,1,4,1,1.0,9,3,
9,93,644,79.7,1969,2,1,2,2,2.0,10,3,1.0
8,83,3093,406.9,1979,1,1,4,1,2.0,11,3,1.0
2,21,3162,94.9,1963,2,1,4,1,2.0,9,3,1.0
9,92,2124,482.6,1969,2,1,3,1,2.0,12,4,1.0
3,33,278,303.9,1954,1,1,5,1,2.0,8,3,1.0
1,11,2145,112.4,1997,2,1,4,1,2.0,9,3,1.0
5,53,2652,153.8,1951,2,1,3,1,2.0,11,3,1.0
8,82,3,269.5,1971,2,1,2,1,2.0,12,4,1.0
2,23,1356,92.0,2001,2,2,2,4,2.0,10,3,1.0
5,51,1581,233.0,1977,1,1,5,1,2.0,10,3,1.0
8,82,2321,410.8,1991,2,2,3,2,2.0,10,3,1.0
8,81,603,63.0,2010,1,1,5,1,1.0,6,2,
5,53,1714,251.4,2019,2,1,5,1,,0,0,
1,12,2470,426.5,1949,2,2,3,1,2.0,8,3,1.0
7,72,2845,116.1,2022,1,1,4,1,,1,2,
8,81,3215,113.1,2011,2,1,2,1,1.0,7,2,
2,21,1095,331.4,1943,2,2,1,1,2.0,11,3,2.0
6,63,2133,171.9,1960,2,2,3,1,2.0,10,3,1.0
2,23,542,229.7,1950,2,2,1,1,1.0,7,2,1.0
3,33,2158,463.8,1959,2,1,4,1,2.0,6,2,1.0
6,62,2823,444.5,1996,1,2,1,1,2.0,10,3,1.0
7,71,2591,318.5,1972,1,1,5,3,2.0,6,2,1.0
2,22,155,237.4,1965,2,1,4,1,2.0,5,2,2.0
3,33,2563,163.9,1967,2,2,2,1,2.0,12,5,1.0
4,41,2054,115.7,1943,2,2,1,1,2.0,6,2,2.0
2,23,397,197.3,2022,1,1,5,1,,0,0,
6,63,816,111.6,1944,2,3,2,2,2.0,8,3,1.0
2,21,596,477.4,2009,1,1,3,1,1.0,8,3,
1,11,264,226.2,1958,2,3,1,1,2.0,10,3,1.0
9,93,1882,491.4,2013,2,2,2,1,1.0,4,2,
8,83,1517,200.3,1966,1,1,4,1,2.0,12,5,1.0
9,91,1658,488.4,1977,1,1,5,1,2.0,10,3,1.0
5,53,2270,484.7,1990,2,1,4,1,2.0,7,2,1.0
7,72,1084,237.5,1956,2,1,5,1,2.0,10,3,1.0
6,61,2223,340.3,1945,2,2,1,1,2.0,8,3,1.0
9,93,2012,104.5,1955,2,1,4,3,2.0,8,3,1.0
2,21,1699,118.6,1993,1,1,3,1,2.0,7,2,2.0
4,41,2828,272.7,1992,1,2,1,1,2.0,11,3,1.0
1,12,2282,349.3,1984,1,2,2,1,2.0,11,3,1.0
3,32,975,254.7,1986,2,1,2,1,2.0,11,3,1.0
2,21,2249,382.9,2006,2,1,3,1,1.0,10,3,1.0
7,73,1567,164.1,1964,1,1,4,1,2.0,9,3,1.0
6,62,1883,185.9,2007,2,1,5,1,1.0,9,3,1.0
4,42,2617,486.4,2003,1,2,2,1,2.0,12,4,1.0
8,81,2589,479.7,1959,1,1,4,1,2.0,10,3,1.0
5,53,3264,266.4,1941,2,2,1,1,2.0,5,2,1.0
6,63,2018,276.3,1957,1,1,5,1,2.0,12,4,1.0
8,83,3314,75.2,2022,2,2,4,1,,1,2,
1,12,2972,218.6,2021,1,1,3,3,,1,2,
6,61,3141,271.4,1950,2,1,2,1,2.0,10,3,1.0
6,62,256,113.2,2010,2,1,5,1,1.0,7,2,
1,12,2547,84.5,1960,1,1,4,1,2.0,12,4,1.0
4,41,1502,68.6,1985,1,1,4,1,2.0,8,3,1.0
1,11,1750,95.0,1973,1,1,5,1,2.0,11,3,1.0
7,73,2550,397.1,2006,2,1,3,1,1.0,10,3,1.0
3,32,3089,365.8,1959,1,3,2,1,1.0,6,2,1.0
9,91,1167,397.6,1973,1,1,4,1,1.0,5,2,1.0
5,52,167,404.5,2022,2,2,4,1,,0,0,
9,93,1129,65.1,1966,2,1,4,1,2.0,7,2,1.0
7,72,1693,271.0,1948,1,1,3,1,2.0,12,5,1.0
1,13,3165,293.8,1958,1,1,5,1,2.0,12,4,1.0
6,63,3184,153.6,1964,2,1,3,1,2.0,9,3,1.0
1,12,524,63.0,1942,1,1,4,1,2.0,11,3,1.0
1,13,1176,481.1,1966,1,1,4,2,2.0,11,3,1.0
5,51,2747,104.7,2007,1,1,5,1,1.0,10,3,1.0
2,22,858,330.4,1998,1,2,2,1,2.0,7,2,1.0
7,73,1694,291.5,1942,1,2,1,3,2.0,7,2,1.0
8,83,1579,454.1,1982,2,2,4,1,2.0,7,2,1.0
2,22,2282,93.2,1978,1,1,2,3,2.0,12,5,1.0
7,73,1517,479.3,1955,1,1,3,1,2.0,10,3,1.0
2,22,1865,217.7,2021,1,1,4,1,,0,0,
5,51,1333,321.9,1963,1,2,1,1,2.0,11,3,1.0
3,31,31,381.6,1942,1,1,1,1,2.0,10,3,2.0
3,31,2766,117.3,2019,1,1,1,1,,0,0,
8,81,2522,298.0,2016,2,1,5,1,1.0,2,2,
2,22,1289,143.7,1960,2,1,3,1,2.0,8,3,1.0
3,32,614,104.4,1999,2,1,4,1,2.0,10,3,1.0
5,51,686,428.5,2000,1,1,3,1,2.0,10,3,1.0
6,61,564,89.4,1970,2,1,5,2,2.0,10,3,1.0
8,81,258,349.8,1954,1,1,1,1,2.0,7,2,1.0
4,43,1886,180.5,1983,2,2,1,1,2.0,10,3,1.0
9,91,568,223.9,2012,2,1,5,1,1.0,6,2,
6,61,702,173.7,1939,2,2,1,1,2.0,11,3,1.0
1,12,2195,287.9,1968,2,1,5,1,2.0,7,2,1.0
5,53,2231,72.2,1964,2,1,5,1,2.0,6,2,1.0
8,82,1613,268.6,1976,2,2,2,1,2.0,12,4,1.0
8,81,2030,470.9,2018,2,1,4,4,,1,2,
9,93,1375,176.4,2000,1,2,2,1,2.0,8,3,1.0
4,42,1512,250.0,1981,2,1,1,2,2.0,12,4,1.0
9,92,747,240.3,1945,2,1,4,1,2.0,7,2,1.0
1,12,823,92.8,2018,2,2,3,4,,1,2,
3,31,2486,334.1,1952,2,1,3,1,2.0,11,3,1.0
8,82,555,453.5,1995,1,1,3,1,2.0,12,4,1.0
9,92,1355,78.9,1941,2,2,2,1,2.0,6,2,1.0
7,73,2327,399.1,1978,1,2,1,2,2.0,10,3,1.0
2,22,11,210.2,1999,1,1,2,1,2.0,8,3,1.0
9,92,1409,488.4,1959,2,1,5,1,2.0,6,2,1.0
4,41,1793,412.7,1980,2,1,5,1,2.0,12,4,1.0
3,31,1117,127.6,2014,2,3,2,1,1.0,4,2,
5,52,348,463.6,1955,2,1,4,1,2.0,5,2,1.0
2,23,1901,493.2,1954,1,1,3,4,2.0,12,4,1.0
1,11,2628,342.5,1960,1,1,4,1,2.0,10,3,1.0
4,41,2421,254.1,1945,1,2,2,1,2.0,11,3,1.0
1,11,3214,286.7,1975,2,2,2,1,2.0,12,4,1.0
9,91,1107,334.3,1997,2,1,3,1,2.0,10,3,1.0
2,23,479,289.2,2014,1,2,4,1,1.0,3,2,
4,41,2450,282.4,1938,1,2,3,4,1.0,11,3,1.0
5,52,1177,306.9,2012,1,2,3,4,1.0,5,2,
6,61,2944,154.7,1962,1,1,5,1,2.0,10,3,1.0
9,92,1709,226.7,2021,1,1,4,1,,0,0,
5,51,1244,172.1,2004,1,2,3,1,2.0,11,3,1.0
3,33,329,286.4,2008,1,1,4,1,2.0,9,3,
7,73,2607,363.4,1972,2,1,2,1,2.0,10,3,1.0
7,72,2300,134.9,1993,1,2,2,1,2.0,10,3,2.0
8,81,2366,296.1,1998,2,1,4,1,2.0,11,3,1.0
8,83,2865,133.5,1954,1,2,1,1,2.0,11,3,1.0
5,52,146,481.2,1972,1,3,1,2,2.0,11,3,1.0
9,93,651,75.2,1967,1,2,3,1,2.0,10,3,1.0
9,91,2715,377.7,1978,1,2,2,1,2.0,10,3,1.0
6,61,1928,170.7,1965,1,1,3,1,2.0,7,2,2.0
9,92,495,390.6,1988,2,1,5,1,2.0,12,4,1.0
5,51,2233,480.5,1959,2,2,2,2,2.0,9,3,1.0
6,61,357,143.0,1977,2,1,5,1,2.0,8,3,1.0
2,23,2107,187.7,1942,1,1,5,1,2.0,10,3,1.0
5,52,2668,473.0,1957,1,3,1,2,2.0,12,4,1.0
2,22,2010,247.3,1947,2,1,4,1,2.0,11,3,1.0
9,93,2204,300.2,1957,1,1,4,1,2.0,8,3,1.0
8,82,2672,157.8,2021,2,1,5,1,,0,0,
3,31,935,315.9,1990,2,1,5,1,2.0,12,4,1.0
5,51,2871,165.7,1959,1,1,2,1,2.0,6,2,1.0
6,63,2467,168.5,2021,1,2,3,1,,0,0,
5,51,928,476.8,2011,2,1,4,1,1.0,5,2,
8,83,396,254.1,2009,1,1,5,1,1.0,8,3,
8,82,2911,272.9,2022,1,2,4,1,,1,2,
8,82,2458,414.8,2021,2,1,4,1,,1,2,
7,73,2821,481.5,1973,2,2,2,1,2.0,10,3,1.0
1,11,2335,445.5,1979,2,1,5,1,2.0,7,2,1.0
1,11,2938,81.1,2020,1,2,1,1,,0,0,
3,33,801,421.8,2013,1,2,2,1,1.0,4,2,
3,33,1301,229.9,1983,2,1,5,1,2.0,10,3,1.0
1,13,2909,335.7,1999,1,2,5,1,2.0,10,3,1.0
2,23,2492,292.4,2016,2,1,4,1,1.0,2,2,
7,71,2280,394.9,1993,2,1,5,1,2.0,11,3,1.0
4,42,1367,189.8,1973,1,3,1,1,2.0,11,3,1.0
9,91,619,82.4,2007,1,2,2,2,1.0,9,3,2.0
3,32,204,283.1,1965,1,1,4,1,2.0,10,3,1.0
2,21,2914,139.5,1961,1,1,4,2,2.0,10,3,1.0
2,21,519,482.5,2018,1,1,2,1,,0,0,
1,12,1986,282.8,1997,2,1,5,1,2.0,7,2,1.0
5,51,673,301.2,1999,2,2,3,3,2.0,12,4,1.0
5,52,3174,260.9,1959,2,2,4,1,2.0,7,2,1.0
3,33,1458,232.4,1987,1,1,3,1,2.0,10,3,1.0
5,53,687,392.2,1963,2,2,2,1,2.0,12,4,1.0
9,93,2652,363.0,1956,2,1,4,2,2.0,12,4,1.0
8,82,2965,87.1,1987,1,1,5,1,2.0,12,4,1.0
5,52,2932,52.9,1983,1,1,4,1,2.0,9,3,1.0
6,63,1868,335.7,1970,1,1,5,1,1.0,10,3,1.0
7,72,1682,341.1,2000,1,1,3,1,2.0,11,3,1.0
3,32,271,82.3,1974,2,1,5,1,2.0,11,3,1.0
5,51,3188,107.4,2009,2,1,5,1,1.0,8,3,
2,22,3158,361.3,2003,1,2,1,1,2.0,8,3,2.0
1,11,2663,219.5,2000,2,1,5,1,2.0,7,2,1.0
8,81,947,133.9,2010,2,1,3,1,1.0,7,2,
6,63,2407,53.0,2018,1,2,2,1,,0,0,
6,61,2520,287.1,2010,1,1,4,4,1.0,7,2,
9,92,2919,99.4,2011,2,2,5,2,1.0,5,2,
2,23,2628,391.3,1998,2,1,4,4,2.0,9,3,1.0
2,22,533,252.4,2020,1,1,4,1,,0,0,
9,91,262,431.4,1946,2,2,2,1,1.0,8,3,1.0
8,82,647,112.6,1968,1,1,5,1,2.0,11,3,1.0
8,83,2758,450.1,2007,1,1,3,1,1.0,9,3,1.0
1,11,779,429.1,1982,2,1,3,1,2.0,12,4,1.0
7,71,2758,444.0,1961,1,3,2,1,2.0,12,4,1.0
4,41,2888,224.5,1986,1,1,5,1,2.0,11,3,1.0
4,41,2256,301.5,1964,1,1,2,2,2.0,7,2,1.0
4,43,2112,470.7,2019,2,1,4,4,,1,2,
6,61,1717,418.9,1998,1,2,5,1,2.0,6,2,1.0
1,12,184,431.6,2020,1,1,3,1,,0,0,
5,52,968,362.2,1947,2,2,2,1,2.0,12,4,1.0
3,31,1975,429.2,1949,2,2,4,1,2.0,11,3,1.0
1,12,1567,219.5,2003,1,2,3,1,2.0,4,2,1.0
4,41,1244,92.6,1980,1,1,4,1,2.0,10,3,1.0
8,81,2615,405.6,1986,2,1,3,1,2.0,12,5,1.0
6,63,1536,436.7,2015,2,2,4,1,1.0,2,2,
1,13,449,315.5,1965,1,2,1,1,2.0,10,3,1.0
5,52,323,326.1,1941,1,3,1,2,2.0,10,3,1.0
2,23,209,398.4,1981,2,1,5,4,2.0,6,2,1.0
8,83,1499,436.0,2013,2,1,5,1,1.0,3,2,
8,83,2948,390.3,1975,1,1,5,1,2.0,11,3,1.0
6,63,2623,305.3,1965,2,3,1,1,2.0,7,2,1.0
4,42,2447,121.5,2001,2,1,4,1,2.0,9,3,1.0
3,33,2399,185.8,1940,1,1,4,2,2.0,12,5,1.0
8,83,2865,488.6,2011,1,1,4,1,1.0,7,2,
4,43,3198,375.1,2000,2,1,4,1,2.0,10,3,1.0
5,53,1973,480.6,1949,2,1,4,2,2.0,11,3,1.0
9,93,1046,231.4,1944,2,1,2,1,2.0,5,2,1.0
8,82,2374,90.0,1996,1,2,2,4,2.0,8,3,1.0
5,52,1676,91.8,1988,1,1,3,1,2.0,9,3,1.0
8,82,935,51.4,1945,2,1,3,1,2.0,9,3,1.0
8,81,3032,451.9,1986,2,1,5,4,2.0,9,3,1.0
3,31,1512,182.1,2016,1,1,4,1,1.0,2,2,
9,92,1030,163.8,1955,2,1,3,1,2.0,6,2,1.0
3,31,681,128.1,1980,2,2,4,1,2.0,8,3,1.0
9,93,2602,384.0,1955,2,1,5,1,2.0,12,5,1.0
9,93,2396,107.3,2010,2,1,3,1,1.0,6,2,
8,83,148,421.5,1965,1,2,2,4,2.0,9,3,1.0
1,13,1046,262.5,1977,2,1,4,1,2.0,10,3,1.0
5,52,987,140.7,1966,2,1,4,1,1.0,9,3,1.0
7,73,590,463.7,2003,1,1,4,1,2.0,11,3,1.0
1,12,1404,279.8,1963,1,1,5,1,2.0,8,3,1.0
7,72,232,217.9,2021,1,1,5,3,,1,2,
4,43,723,406.1,1959,1,1,4,1,2.0,9,3,1.0
5,53,69,413.8,1948,1,2,4,1,2.0,7,2,1.0
5,52,2115,444.9,1953,2,1,2,1,2.0,9,3,1.0
5,53,68,377.9,1939,2,1,4,1,2.0,5,2,1.0
2,21,1120,293.4,1981,2,3,1,1,2.0,9,3,1.0
3,33,1055,412.4,1992,2,1,4,1,2.0,7,2,1.0
7,73,3000,317.1,2002,2,1,5,1,2.0,12,5,1.0
5,52,146,373.3,1978,2,1,5,1,2.0,9,3,1.0
7,71,791,177.5,2012,1,1,3,4,1.0,4,2,
3,32,3119,233.4,2009,2,1,3,1,1.0,7,2,
3,31,1757,202.6,1991,2,1,2,1,2.0,9,3,1.0
1,11,2445,80.4,1995,2,1,5,1,2.0,7,2,1.0
9,91,633,267.9,1970,1,1,3,1,2.0,12,4,1.0
5,52,2161,72.1,2015,2,1,4,1,1.0,1,2,
7,72,1570,307.2,1996,2,2,1,2,2.0,9,3,1.0
6,62,1267,174.8,1942,1,1,5,1,2.0,9,3,1.0
2,22,2094,424.0,1988,2,1,4,1,2.0,6,2,1.0
7,72,2244,306.5,1949,2,1,4,1,2.0,10,3,1.0
8,83,396,471.3,2009,2,2,3,1,1.0,7,2,
6,63,3303,215.5,1954,1,1,5,3,2.0,12,5,1.0
3,33,1407,107.4,1961,2,1,4,1,2.0,11,3,1.0
4,41,1811,194.3,1971,2,2,1,4,2.0,9,3,1.0
7,73,1024,301.8,1938,2,1,3,1,2.0,10,3,1.0
8,83,1687,166.2,1989,1,2,5,1,2.0,7,2,1.0
1,12,1551,491.8,1946,2,1,3,1,2.0,6,2,1.0
4,42,1559,51.3,1940,1,2,1,1,2.0,9,3,1.0
7,72,753,473.2,1974,2,1,5,1,2.0,10,3,1.0
7,73,3150,266.8,2000,1,2,1,1,2.0,12,4,1.0
3,33,40,211.8,1999,2,1,3,1,2.0,9,3,1.0
9,91,3211,494.1,1939,2,1,2,1,2.0,11,3,1.0
7,71,381,383.9,1995,1,1,2,1,2.0,10,3,1.0
1,12,1468,495.0,1971,1,1,3,4,2.0,12,5,2.0
4,42,2646,277.7,1973,2,1,3,2,2.0,7,2,1.0
5,51,1838,104.3,1964,1,2,1,1,2.0,8,3,1.0
6,62,1717,236.2,2020,1,2,1,4,,0,0,
1,13,2224,464.2,1952,1,1,2,4,2.0,11,3,1.0
2,21,702,140.7,1954,1,1,3,1,2.0,10,3,1.0
1,13,179,401.8,1954,2,1,4,1,2.0,12,4,1.0
2,23,1954,446.4,1949,2,2,4,1,2.0,9,3,1.0
8,82,244,88.1,2010,1,2,5,1,1.0,8,3,
6,61,827,265.7,2016,1,2,2,1,1.0,0,0,
1,11,2819,269.7,2006,2,1,5,1,1.0,12,4,1.0
2,23,24,219.5,1975,1,1,4,2,2.0,12,5,1.0
7,72,1640,470.5,2012,1,1,4,1,1.0,4,2,
2,22,1193,131.6,2009,1,1,4,1,1.0,8,3,
7,73,1043,416.2,2018,2,2,1,1,,1,2,
2,23,1727,59.2,2004,2,2,1,1,2.0,7,2,2.0
6,61,2982,284.0,1990,1,1,3,1,2.0,10,3,1.0
8,81,1836,266.9,1955,1,1,2,1,2.0,7,2,1.0
8,81,3298,237.5,1958,1,1,5,1,1.0,6,2,1.0
3,32,2906,266.9,1988,2,1,2,1,2.0,9,3,1.0
6,62,2543,125.7,1953,2,2,2,1,2.0,8,3,1.0
8,82,1031,220.8,1938,2,1,3,1,2.0,5,2,2.0
9,93,878,352.3,1964,2,1,3,1,2.0,12,5,1.0
6,63,3105,268.2,2010,2,3,1,1,2.0,8,3,
6,61,1077,490.3,1972,2,1,5,1,2.0,11,3,1.0
3,33,154,479.9,1991,1,2,4,2,2.0,10,3,1.0
1,13,2545,80.2,1956,1,2,2,1,2.0,9,3,1.0
3,32,1249,492.4,1945,2,1,3,1,2.0,11,3,1.0
6,62,1948,291.4,1954,2,1,3,1,2.0,8,3,1.0
3,33,1965,343.4,1972,1,1,3,1,2.0,11,3,1.0
8,82,1856,409.2,1964,2,2,2,1,2.0,5,2,1.0
6,63,2535,296.3,2004,1,2,5,1,2.0,11,3,1.0
9,93,1807,393.4,1966,1,1,2,1,2.0,12,5,1.0
7,71,1007,418.7,2008,1,1,4,2,1.0,9,3,
9,91,236,238.0,1983,1,2,1,1,2.0,6,2,1.0
6,61,2562,412.6,1957,1,2,1,1,2.0,8,3,1.0
1,13,1969,130.2,1944,1,2,2,1,2.0,11,3,2.0
7,73,2570,122.5,2000,1,1,3,1,2.0,6,2,1.0
6,61,680,442.2,1975,1,1,4,1,2.0,10,3,1.0
8,83,2393,351.6,1982,1,1,5,1,2.0,11,3,1.0
8,82,2214,293.3,1951,1,3,1,1,2.0,8,3,1.0
1,13,2964,423.5,1975,2,2,2,4,2.0,9,3,1.0
6,62,3279,50.4,2011,2,1,3,1,1.0,7,2,
3,31,2123,155.1,1964,2,1,4,2,2.0,9,3,1.0
5,51,719,313.6,1948,1,2,1,1,2.0,9,3,1.0
9,93,223,217.8,1970,2,2,1,2,2.0,11,3,1.0
1,13,2898,54.5,1945,2,1,1,1,2.0,6,2,2.0
6,63,2676,177.3,1939,1,2,2,1,2.0,6,2,1.0
2,21,895,315.6,1988,1,3,1,1,2.0,12,4,1.0
1,12,1253,181.9,2005,1,1,3,1,1.0,12,4,1.0
1,13,2104,103.4,1991,1,2,1,1,2.0,9,3,1.0
9,92,1729,148.0,1979,1,2,4,1,2.0,10,3,1.0
9,92,3079,376.0,1945,1,1,5,1,2.0,6,2,1.0
5,51,2417,87.2,2000,2,1,1,2,2.0,5,2,1.0
2,22,2329,496.6,2013,2,2,2,1,1.0,4,2,
3,33,2046,58.5,1988,2,2,1,2,2.0,12,4,1.0
7,72,567,383.3,1942,2,2,1,1,2.0,12,4,1.0
8,83,400,121.4,1940,2,1,4,1,2.0,10,3,1.0
4,43,503,167.3,1966,1,3,3,1,2.0,10,3,1.0
4,42,1967,219.0,1972,1,1,5,1,2.0,10,3,1.0
9,91,2899,198.8,2005,1,1,3,4,2.0,12,4,1.0
8,82,102,326.1,1995,1,2,3,1,2.0,6,2,1.0
3,31,884,226.4,1966,1,2,2,1,2.0,9,3,1.0
6,61,3049,318.2,1965,1,1,5,1,2.0,7,2,1.0
1,11,363,415.1,2001,1,1,4,1,2.0,10,3,1.0
5,53,3041,413.0,1951,1,1,4,1,2.0,8,3,1.0
6,62,2686,455.4,1940,2,2,2,3,2.0,10,3,1.0
2,22,1559,92.1,2004,2,1,4,4,2.0,6,2,2.0
2,21,2282,75.4,1958,1,2,1,1,2.0,9,3,1.0
3,33,641,373.5,1963,2,1,4,1,2.0,9,3,1.0
5,51,913,313.4,1969,1,1,1,1,2.0,7,2,1.0
7,71,554,185.5,1979,1,1,4,2,2.0,10,3,1.0
4,42,1835,147.4,1961,2,2,5,1,2.0,4,2,1.0
1,11,479,186.0,2022,1,2,2,1,,0,0,
5,51,3257,417.7,2010,2,2,2,1,1.0,6,2,
2,23,441,250.5,1971,2,2,1,1,2.0,9,3,1.0
6,62,3065,316.3,1982,1,2,3,1,2.0,9,3,1.0
9,91,625,352.0,1990,2,2,2,1,2.0,11,3,1.0
6,62,3153,187.8,1964,2,1,5,1,2.0,12,4,1.0
3,32,2371,94.7,2015,2,1,4,1,1.0,3,2,
3,32,1542,61.9,1956,1,1,3,1,2.0,7,2,2.0
6,62,2725,396.7,1991,1,1,4,4,2.0,9,3,1.0
5,52,780,277.5,1983,2,1,5,1,2.0,10,3,1.0
3,31,2469,381.0,1980,2,1,4,3,1.0,9,3,1.0
5,52,2021,279.8,2005,1,2,1,1,1.0,12,4,2.0
7,72,3304,226.3,1953,2,1,3,1,2.0,12,4,1.0
3,33,771,230.3,1995,1,1,5,1,2.0,12,4,1.0
4,41,2315,289.9,1946,1,2,2,1,2.0,11,3,1.0
9,93,3155,267.9,1949,2,1,2,2,2.0,6,2,2.0
5,51,1088,79.0,1980,1,2,5,1,2.0,11,3,1.0
9,93,2616,313.7,1983,2,1,5,3,2.0,9,3,1.0
7,73,3168,240.8,1948,2,1,4,2,2.0,8,3,1.0
7,72,2338,268.6,1957,2,1,4,4,1.0,8,3,1.0
2,23,3273,432.9,1975,1,1,3,1,2.0,12,4,1.0
3,33,2724,87.4,2016,2,1,4,1,1.0,2,2,
3,31,1337,231.6,1941,1,1,5,1,2.0,8,3,1.0
8,82,1550,193.8,1972,1,1,5,1,2.0,11,3,1.0
1,13,2316,133.2,1993,1,1,5,1,2.0,8,3,1.0
9,91,1637,254.6,1964,2,1,1,1,2.0,11,3,1.0
1,12,2499,495.8,2004,2,1,3,1,2.0,12,4,2.0
6,61,1873,298.4,1952,2,1,4,1,2.0,9,3,1.0
8,82,1154,172.8,1942,1,1,4,1,2.0,11,3,1.0
8,81,90,120.8,2008,1,1,3,1,1.0,10,3,
8,82,407,145.9,1948,2,1,2,1,2.0,12,4,1.0
8,83,1087,308.4,1998,2,1,4,3,2.0,10,3,1.0
6,63,2451,110.6,1974,2,1,3,1,2.0,11,3,1.0
5,51,2667,265.5,1964,1,2,1,1,2.0,5,2,1.0
8,83,2178,167.0,1944,2,1,5,1,2.0,12,5,1.0
3,31,1052,343.6,1961,2,1,3,1,2.0,11,3,1.0
5,51,1408,238.3,1971,1,1,2,1,2.0,8,3,1.0
9,91,125,367.5,1957,2,1,2,1,2.0,5,2,1.0
1,13,2971,448.0,1938,1,1,5,1,2.0,12,4,1.0
